run,n_trades,final_equity,total_return,sharpe,max_dd,profit_factor,win_rate,avg_pnl,regime_halts,phaseb_skips,phaseb_sizing_logs,size_mult_mean,size_mult_var,clip_rate_total,score_pnl_spearman,method,alpha,k,min_mult,max_mult,score
fine_linear,24,110520.88612855025,0.1052088612855025,1.5848693822213824,-0.07273351260532418,2.0795859099242913,0.375,438.37025535626,9,0,16,1.007088925092278,4.2093775854165515e-07,0.0,0.24303172770082207,linear_z,1.0,0.23,0.65,1.35,110675.73639114213
fine_linear,24,110520.88612855025,0.1052088612855025,1.5848693822213824,-0.07273351260532418,2.0795859099242913,0.375,438.37025535626,9,0,16,1.007088925092278,4.2093775854165515e-07,0.0,0.24303172770082207,linear_z,1.0,0.23,0.8,1.2,110675.73639114213
fine_linear,24,110517.03872831752,0.10517038728317522,1.5848073784903411,-0.0727122593835622,2.0795106730279485,0.375,438.2099470132314,9,0,16,1.0067807109578315,3.851301987413544e-07,0.0,0.24303172770082207,linear_z,1.0,0.22,0.7,1.3,110671.88385319737
fine_linear,24,110517.03872831752,0.10517038728317522,1.5848073784903411,-0.0727122593835622,2.0795106730279485,0.375,438.2099470132314,9,0,16,1.0067807109578315,3.851301987413544e-07,0.0,0.24303172770082207,linear_z,1.0,0.22,0.68,1.32,110671.88385319737
fine_linear,24,110517.03872831752,0.10517038728317522,1.5848073784903411,-0.0727122593835622,2.0795106730279485,0.375,438.2099470132314,9,0,16,1.0067807109578315,3.851301987413544e-07,0.0,0.24303172770082207,linear_z,1.0,0.22,0.65,1.35,110671.88385319737
fine_linear,24,110517.03872831752,0.10517038728317522,1.5848073784903411,-0.0727122593835622,2.0795106730279485,0.375,438.2099470132314,9,0,16,1.0067807109578315,3.851301987413544e-07,0.0,0.24303172770082207,linear_z,1.0,0.22,0.8,1.2,110671.88385319737
fine_linear,24,110513.25190251284,0.10513251902512842,1.584751656211819,-0.07269075352608384,2.0794432836904946,0.375,438.0521626047013,9,0,16,1.0064724968233845,3.509140860432243e-07,0.0,0.24303172770082207,linear_z,1.0,0.21,0.7,1.3,110668.09253045772
fine_linear,24,110513.25190251284,0.10513251902512842,1.584751656211819,-0.07269075352608384,2.0794432836904946,0.375,438.0521626047013,9,0,16,1.0064724968233845,3.509140860432243e-07,0.0,0.24303172770082207,linear_z,1.0,0.21,0.68,1.32,110668.09253045772
fine_linear,24,110513.25190251284,0.10513251902512842,1.584751656211819,-0.07269075352608384,2.0794432836904946,0.375,438.0521626047013,9,0,16,1.0064724968233845,3.509140860432243e-07,0.0,0.24303172770082207,linear_z,1.0,0.21,0.65,1.35,110668.09253045772
fine_linear,24,110513.25190251284,0.10513251902512842,1.584751656211819,-0.07269075352608384,2.0794432836904946,0.375,438.0521626047013,9,0,16,1.0064724968233845,3.509140860432243e-07,0.0,0.24303172770082207,linear_z,1.0,0.21,0.8,1.2,110668.09253045772
